Sentence,Token,POS,Dependency,Head Word
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",BA,PROPN,poss,Airways
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",'s,PART,case,BA
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",profits,NOUN,compound,Airways
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

","

",SPACE,dep,profits
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",British,PROPN,compound,Airways
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",Airways,PROPN,dobj,hit
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",has,AUX,aux,blamed
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",blamed,VERB,ccomp,hit
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",high,ADJ,amod,prices
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",fuel,NOUN,compound,prices
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",prices,NOUN,dobj,blamed
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",for,ADP,prep,blamed
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",a,DET,det,drop
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",40,NUM,nummod,%
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",%,NOUN,compound,drop
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",drop,NOUN,pobj,for
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",in,ADP,prep,drop
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",profits,NOUN,pobj,in
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",.,PUNCT,punct,hit
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

","

",SPACE,dep,.
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",Reporting,VERB,advcl,made
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",its,PRON,poss,results
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",results,NOUN,dobj,Reporting
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",for,ADP,prep,Reporting
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",the,DET,det,months
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",three,NUM,nummod,months
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",months,NOUN,pobj,for
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",to,ADP,prep,Reporting
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",31,NUM,nummod,December
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",December,PROPN,pobj,to
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",2004,NUM,nummod,December
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",",",PUNCT,punct,made
"Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier.",the,DET,det,airline
